x,y
-133.5,123
-131.5,120
-129.5,117
-129.5,109
-131.5,104
-131.5,96
-131.5,88
-131.5,80
-129.6910445522363,71.84654477834866
-127.5,64
-123.5,58
-119.5,50
-113.5,41
-107.5,34
-99.5,26
-93.5,21
-85.5,13
-77.5,7
-71.5,2
-68.20888644632178,-2.0339620658201483
-65.5,-7
-63.5,-12
-61.5,-21
-59.5,-28
-57.5,-35
-53.5,-41
-47.5,-48
-53.5,-53
-57.67125203771961,-58.59310185076649
-61.5,-63
-58.10135956460133,-67.62535991528263
-63.5,-74
-67.5,-78
-65.5,-79
-63.5,-82
-61.5,-87
-65.5,-93
-67.5,-98
-63.5,-100
-61.5,-107
-63.5,-112
-61.5,-115
-57.5,-117
-54.230391822665844,-121.81890830237951
-53.5,-127
-53.5,-133
-49.5,-135
-41.5,-141
-37.5,-147
-27.5,-152
-23.5,-148
-17.5,-153
-7.5,-152
2.5,-149
6.5,-151
12.006167317119226,-155.1522416357129
16.5,-160
18.027672693463323,-153.0017040013043
22.5,-149
28.5,-144
34.5,-139
42.5,-133
46.5,-125
50.930898499914996,-118.5931018507666
54.5,-113
54.5,-101
56.5,-92
62.5,-87
56.52229634937737,-81.17374701205685
52.5,-74
50.81215220603448,-66.40967220295288
48.5,-60
42.576858088387425,-52.29202514412934
38.5,-43
30.5,-43
26.41476946765689,-39.02320937764817
16.95240387625902,-34.07697281850838
1.6835866719579173,-32.78665023786321
4.5,-38
10.5,-39
20.5,-42
22.5,-37
8.5,-32
-5.5,-35
-5.5,-41
-1.7572735430958526,-47.625359915282594
1.253479145076196,-53.00170400130411
6.5,-51
8.5,-58
14.5,-51
22.5,-49
22.5,-55
20.5,-58
18.672833983785907,-62.67912335614284
16.5,-68
14.5,-75
14.5,-83
18.5,-85
25.124446887011725,-85.04471475399234
30.50079097303324,-84.1844997002289
37.16745763969992,-80.74363948517514
36.522296349377335,-72.78665023786328
28.995414628947216,-71.49632765721813
23.83412430636656,-72.78665023786328
26.84487699453861,-77.30277927012136
33.51154366120529,-77.73288679700309
40.5,-78
44.04917806980746,-81.60385453893858
43.61907054292573,-86.3350373346375
38.5,-89
33.08143613432357,-90.63611260345472
27.05993075797947,-93.4318115281859
26.5,-99
20.60831785475365,-99.02320937764829
20.5,-104
16.5,-110
8.5,-114
0.5,-110
-7.5,-106
-12.940069242020604,-106.98019862496012
-19.5,-108
-23.5,-104
-23.477703650622775,-99.02320937764829
-23.5,-94
-29.28415526352601,-95.58234916259451
-35.5,-96
-32.94006924202064,-90.85116636689558
-31.5,-86
-31.219639134493757,-81.17374701205685
-23.5,-82
-16.811036983956097,-84.39955346366976
-11.5,-86
-4.122864940945319,-86.76514486151923
2.5,-87
4.5,-80
3.619070542925663,-75.58234916259448
-1.542219779654992,-73.64686529162672
-9.714262790407695,-73.21675776474501
-15.5,-70
-10.574477844171138,-67.19525238840092
-4.122864940945319,-66.98019862496005
2.5,-71
-1.5,-79
-11.5,-78
-16.165875693633513,-75.79740292603533
-21.5,-73
-26.273402575353963,-72.35654271098157
-31.864800424816337,-72.35654271098157
-33.5,-67
-34.015338059224945,-61.38880077549768
-35.5,-56
-39.391682145246456,-61.603854538938535
-43.5,-66
-48.20888644632174,-68.9156824959278
-49.5,-63
-46.273402575354,-56.22751045291702
-43.5,-50
-39.5,-44
-31.5,-34
-21.5,-27
-13.5,-23
-7.227063480240048,-18.958691810795994
-1.5,-15
6.10626985309329,-13.07633886961952
12.5,-12
20.727998841623613,-13.90803837900507
26.5,-17
30.027838480544283,-21.31163298726658
32.5,-26
40.39326409131283,-35.152241635712684
40.5,-30
44.14548553936782,-24.448887889227368
46.5,-19
53.20324636637615,-10.541701745341697
56.5,-4
59.1438404257821,2.527605185351397
60.72799884162369,9.458298254658342
62.5,17
70.5,21
78.5,25
84.5,34
90.5,45
96.5,54
100.5,60
104.5,70
107.26265230697031,77.77512993782679
108.5,86
108.5,94
110.23294933667329,101.33948637347041
111.02502854459408,109.65631805663874
110.5,117
107.26265230697031,123.51770419525262
102.5,127
98.74780082182178,131.04245667050017
92.5,134
88.64879092083167,138.9632487497081
82.5,143
74.5,149
67.46067210895043,153.4186942942626
56.5,156
50.03492953469298,155.99295172000515
50.03492953469298,150.0523576605992
50.5,143
50.5,135
50.5,127
48.5,124
46.5,119
42.5,119
50.03492953469298,115.0028527101041
52.5,110
